data,bairro,tipo,vitimas,vitimasfatais,latitude,longitude,local_cod,tipo_acidente_cod,ano,mes,dia,densidade_acidentes,pred_vitimas_2025
2024-03-03,TAMARINEIRA,COLISÃO LATERAL,1.0,0.0,-8.0324159,-34.9010191,85,7,2025,3,3,62.0,0.9454579
2024-03-03,ALTO JOSE BONIFACIO,Desconhecido,1.0,0.0,-8.0129991,-34.9127978,4,10,2025,3,3,17.0,0.98102796
2024-03-03,MORRO DA CONCEICAO,COLISÃO,0.0,0.0,-8.0189868,-34.9153139,65,4,2025,3,3,7.0,1.1604753
2024-03-04,AFOGADOS,COLISÃO TRANSVERSAL,1.0,0.0,-8.0755654,-34.9078066,1,8,2025,3,4,176.0,0.9927474
2024-03-04,BOA VIAGEM,COLISÃO,1.0,0.0,-8.1235027,-34.9033955,13,4,2025,3,4,522.0,0.86224884
2024-03-04,AFOGADOS,COLISÃO LATERAL,1.0,0.0,-8.0755654,-34.9078066,1,7,2025,3,4,176.0,0.99459016
2024-03-04,BOA VIAGEM,COLISÃO TRASEIRA,1.0,0.0,-8.1235027,-34.9033955,13,9,2025,3,4,522.0,0.78661245
2024-03-04,PINA,CHOQUE,1.0,0.0,-8.0963033,-34.8946884,71,3,2025,3,4,134.0,1.041166
2024-03-04,BONGI,COLISÃO LATERAL,0.0,0.0,-8.0659688,-34.9215871,16,7,2025,3,4,49.0,0.9874777
2024-03-04,AREIAS,COLISÃO,2.0,0.0,-8.0941474,-34.9284115,8,4,2025,3,4,103.0,1.0642643
2024-03-04,IMBIRIBEIRA,COLISÃO,1.0,0.0,-8.111234,-34.9124464,51,4,2025,3,4,302.0,1.0588975
2024-03-04,AREIAS,COLISÃO,1.0,0.0,-8.0941474,-34.9284115,8,4,2025,3,4,103.0,1.0642643
2024-03-04,JORDAO,COLISÃO,1.0,0.0,-8.1331867,-34.9400643,58,4,2025,3,4,71.0,1.0378573
2024-03-04,IMBIRIBEIRA,COLISÃO TRASEIRA,1.0,0.0,-8.111234,-34.9124464,51,9,2025,3,4,302.0,1.0877813
2024-03-04,VARZEA,COLISÃO,1.0,0.0,-8.0450381,-34.9691733,91,4,2025,3,4,91.0,1.0750184
2024-03-04,JOANA BEZERRA,COLISÃO LATERAL,2.0,0.0,-8.0705869,-34.8983498,57,7,2025,3,4,69.0,0.9254796
2024-03-04,SANTO AMARO,ATROPELAMENTO DE PESSOA,1.0,0.0,-8.0509304,-34.8814476,80,1,2025,3,4,267.0,0.9759968
2024-03-04,TEJIPIO,COLISÃO,1.0,0.0,-8.0903379,-34.9565819,86,4,2025,3,4,34.0,1.077022
2024-03-04,BOA VIAGEM,COLISÃO,1.0,0.0,-8.1235027,-34.9033955,13,4,2025,3,4,522.0,0.86224884
2024-03-04,SAO JOSE,ATROPELAMENTO DE PESSOA,1.0,0.0,-8.0703848,-34.8808162,82,1,2025,3,4,165.0,1.0474963
2024-03-04,SANTO AMARO,COLISÃO LATERAL,1.0,0.0,-8.0509304,-34.8814476,80,7,2025,3,4,267.0,1.0386035
2024-03-04,ESTANCIA,COLISÃO,2.0,0.0,-8.0863713,-34.929106,42,4,2025,3,4,53.0,1.0578343
2024-03-05,IBURA,COLISÃO LATERAL,1.0,0.0,-8.1223529,-34.9321458,47,7,2025,3,5,200.0,1.1131375
2024-03-05,VARZEA,COLISÃO LATERAL,1.0,0.0,-8.0450381,-34.9691733,91,7,2025,3,5,91.0,1.0020086
2024-03-05,BOA VIAGEM,COLISÃO LATERAL,1.0,0.0,-8.1235027,-34.9033955,13,7,2025,3,5,522.0,0.819606
2024-03-05,MADALENA,COLISÃO LATERAL,1.0,0.0,-8.0537581,-34.9083686,61,7,2025,3,5,166.0,1.0489169
2024-03-05,BOA VIAGEM,COLISÃO,1.0,0.0,-8.1235027,-34.9033955,13,4,2025,3,5,522.0,0.86324614
2024-03-05,COELHOS,COLISÃO,1.0,0.0,-8.0669866,-34.8885441,29,4,2025,3,5,7.0,1.1167954
2024-03-05,TEJIPIO,COLISÃO,1.0,0.0,-8.0903379,-34.9565819,86,4,2025,3,5,34.0,1.076031
2024-03-05,IMBIRIBEIRA,COLISÃO,1.0,0.0,-8.111234,-34.9124464,51,4,2025,3,5,302.0,1.0592088
2024-03-05,VARZEA,COLISÃO LATERAL,1.0,0.0,-8.0450381,-34.9691733,91,7,2025,3,5,91.0,1.0020086
2024-03-05,PRADO,COLISÃO,0.0,0.0,-8.0598858,-34.9139126,75,4,2025,3,5,29.0,1.0896593
2024-03-05,SANTO AMARO,COLISÃO,1.0,0.0,-8.0509304,-34.8814476,80,4,2025,3,5,267.0,1.0002252
2024-03-05,IMBIRIBEIRA,COLISÃO,0.0,0.0,-8.111234,-34.9124464,51,4,2025,3,5,302.0,1.0592088
2024-03-05,BOMBA DO HEMETERIO,COLISÃO TRASEIRA,1.0,0.0,-8.0215066,-34.9016494,15,9,2025,3,5,23.0,0.9672337
2024-03-05,ILHA DO LEITE,COLISÃO LATERAL,1.0,0.0,-8.0657057,-34.8941783,48,7,2025,3,5,31.0,0.973188
2024-03-05,CABANGA,COLISÃO FRONTAL,1.0,0.0,-8.0798187,-34.8975605,20,6,2025,3,5,26.0,1.0160106
2024-03-05,JOANA BEZERRA,COLISÃO TRASEIRA,1.0,0.0,-8.0705869,-34.8983498,57,9,2025,3,5,69.0,0.8690507
2024-03-05,CASA FORTE,COLISÃO FRONTAL,1.0,0.0,-8.0337811,-34.9183073,26,6,2025,3,5,63.0,1.0058163
2024-03-05,IPUTINGA,ATROPELAMENTO DE PESSOA,2.0,0.0,-8.0398236,-34.9373458,53,1,2025,3,5,135.0,1.1418377
2024-03-05,JIQUIA,COLISÃO,1.0,0.0,-8.0875245,-34.9245208,56,4,2025,3,5,17.0,1.1160893
2024-03-05,CABANGA,COLISÃO,2.0,0.0,-8.0798187,-34.8975605,20,4,2025,3,5,26.0,1.0834967
2024-03-05,IMBIRIBEIRA,COLISÃO TRASEIRA,0.0,0.0,-8.111234,-34.9124464,51,9,2025,3,5,302.0,1.0874441
2024-03-06,IBURA,COLISÃO TRASEIRA,1.0,0.0,-8.1223529,-34.9321458,47,9,2025,3,6,200.0,1.1124672
2024-03-06,ARRUDA,COLISÃO,1.0,0.0,-8.0250816,-34.8913229,9,4,2025,3,6,69.0,1.0494928
2024-03-06,TAMARINEIRA,COLISÃO LATERAL,1.0,0.0,-8.0324159,-34.9010191,85,7,2025,3,6,62.0,0.94495493
2024-03-06,SAO JOSE,COLISÃO FRONTAL,1.0,0.0,-8.0703848,-34.8808162,82,6,2025,3,6,165.0,0.9997807
2024-03-06,BOA VIAGEM,COLISÃO LATERAL,1.0,0.0,-8.1235027,-34.9033955,13,7,2025,3,6,522.0,0.82007164
2024-03-06,BOA VIAGEM,COLISÃO FRONTAL,1.0,0.0,-8.1235027,-34.9033955,13,6,2025,3,6,522.0,0.8362333
2024-03-06,BOA VIAGEM,COLISÃO LATERAL,1.0,0.0,-8.1235027,-34.9033955,13,7,2025,3,6,522.0,0.82007164
2024-03-06,IBURA,COLISÃO COM CICLISTA,1.0,0.0,-8.1223529,-34.9321458,47,5,2025,3,6,200.0,1.1220704
2024-03-06,ROSARINHO,COLISÃO FRONTAL,1.0,0.0,-8.0322834,-34.8978494,76,6,2025,3,6,26.0,1.0361992
2024-03-06,MADALENA,COLISÃO LATERAL,0.0,0.0,-8.0537581,-34.9083686,61,7,2025,3,6,166.0,1.0496132
2024-03-06,ENCRUZILHADA,COLISÃO,2.0,0.0,-8.0367282,-34.8908676,39,4,2025,3,6,79.0,1.025084
2024-03-06,BOA VISTA,QUEDA,1.0,0.0,-8.0617501,-34.8872674,14,12,2025,3,6,100.0,0.8319561
2024-03-07,CORDEIRO,COLISÃO TRASEIRA,1.0,0.0,-8.0511193,-34.928542,32,9,2025,3,7,113.0,0.96730334
2024-03-07,BOA VIAGEM,COLISÃO LATERAL,1.0,0.0,-8.1235027,-34.9033955,13,7,2025,3,7,522.0,0.8205535
2024-03-07,TAMARINEIRA,COLISÃO LATERAL,1.0,0.0,-8.0324159,-34.9010191,85,7,2025,3,7,62.0,0.94473594
2024-03-07,CAXANGA,COLISÃO,1.0,0.0,-8.0303613,-34.949151,27,4,2025,3,7,120.0,1.0976942
2024-03-07,AGUA FRIA,COLISÃO LATERAL,1.0,0.0,-8.0169662,-34.8982347,2,7,2025,3,7,94.0,0.9689933
2024-03-07,ESPINHEIRO,COLISÃO FRONTAL,1.0,0.0,-8.0428691,-34.8912789,41,6,2025,3,7,60.0,0.9647107
2024-03-07,IMBIRIBEIRA,COLISÃO LATERAL,1.0,0.0,-8.111234,-34.9124464,51,7,2025,3,7,302.0,1.0738378
2024-03-07,ENGENHO DO MEIO,COLISÃO LATERAL,1.0,0.0,-8.0565946,-34.9424194,40,7,2025,3,7,18.0,1.0547193
2024-03-07,SANCHO,CHOQUE,0.0,0.0,-8.0845465,-34.9617066,78,3,2025,3,7,10.0,1.1441613
2024-03-07,SAO JOSE,ATROPELAMENTO DE PESSOA,1.0,0.0,-8.0703848,-34.8808162,82,1,2025,3,7,165.0,1.0489999
2024-03-07,GRACAS,COLISÃO LATERAL,0.0,0.0,-8.0451664,-34.9007686,44,7,2025,3,7,53.0,0.9546055
2024-03-07,TORRE,COLISÃO,1.0,0.0,-8.0425107,-34.9074638,87,4,2025,3,7,85.0,1.0223439
2024-03-07,CAXANGA,COLISÃO,1.0,0.0,-8.0303613,-34.949151,27,4,2025,3,7,120.0,1.0976942
2024-03-07,CASA AMARELA,COLISÃO FRONTAL,0.0,0.0,-8.0246343,-34.917753,25,6,2025,3,7,148.0,1.0430018
2024-03-07,BOA VISTA,COLISÃO LATERAL,0.0,0.0,-8.0617501,-34.8872674,14,7,2025,3,7,100.0,0.92583936
2024-03-07,PINA,COLISÃO COM CICLISTA,1.0,0.0,-8.0963033,-34.8946884,71,5,2025,3,7,134.0,0.998908
2024-03-07,BOA VIAGEM,COLISÃO FRONTAL,1.0,0.0,-8.1235027,-34.9033955,13,6,2025,3,7,522.0,0.83684677
2024-03-07,ENCRUZILHADA,COLISÃO LATERAL,1.0,0.0,-8.0367282,-34.8908676,39,7,2025,3,7,79.0,0.9282201
2024-03-07,MACAXEIRA,COLISÃO LATERAL,1.0,0.0,-8.0118867,-34.9311631,60,7,2025,3,7,42.0,1.0048486
2024-03-07,MADALENA,COLISÃO LATERAL,0.0,0.0,-8.0537581,-34.9083686,61,7,2025,3,7,166.0,1.0502814
2024-03-08,DERBY,COLISÃO LATERAL,0.0,0.0,-8.0577836,-34.8990371,35,7,2025,3,8,80.0,0.9348613
2024-03-08,MADALENA,CHOQUE,0.0,0.0,-8.0537581,-34.9083686,61,3,2025,3,8,166.0,1.0802143
2024-03-08,AGUA FRIA,COLISÃO,1.0,0.0,-8.0169662,-34.8982347,2,4,2025,3,8,94.0,1.0542617
2024-03-08,BOA VIAGEM,COLISÃO COM CICLISTA,1.0,0.0,-8.1235027,-34.9033955,13,5,2025,3,8,522.0,0.8529207
2024-03-08,SAO JOSE,COLISÃO,1.0,0.0,-8.0703848,-34.8808162,82,4,2025,3,8,165.0,1.0150982
2024-03-08,SANTO AMARO,COLISÃO LATERAL,1.0,0.0,-8.0509304,-34.8814476,80,7,2025,3,8,267.0,1.0382781
2024-03-08,IPUTINGA,COLISÃO FRONTAL,2.0,0.0,-8.0398236,-34.9373458,53,6,2025,3,8,135.0,1.0690652
2024-03-08,AFOGADOS,COLISÃO,1.0,0.0,-8.0755654,-34.9078066,1,4,2025,3,8,176.0,1.0181224
2024-03-08,PINA,COLISÃO,1.0,0.0,-8.0963033,-34.8946884,71,4,2025,3,8,134.0,1.0201256
2024-03-08,TORROES,COLISÃO LATERAL,0.0,0.0,-8.0618637,-34.9360457,89,7,2025,3,8,38.0,1.0046512
2024-03-08,BOA VIAGEM,COLISÃO LATERAL,1.0,0.0,-8.1235027,-34.9033955,13,7,2025,3,8,522.0,0.82105654
2024-03-08,IMBIRIBEIRA,COLISÃO LATERAL,0.0,0.0,-8.111234,-34.9124464,51,7,2025,3,8,302.0,1.0736951
2024-03-08,AFOGADOS,COLISÃO LATERAL,0.0,0.0,-8.0755654,-34.9078066,1,7,2025,3,8,176.0,0.99625105
2024-03-08,TORROES,COLISÃO LATERAL,0.0,0.0,-8.0618637,-34.9360457,89,7,2025,3,8,38.0,1.0046512
2024-03-08,SAN MARTIN,COLISÃO,2.0,0.0,-8.0701962,-34.9287793,77,4,2025,3,8,79.0,1.0370982
2024-03-08,ALTO SANTA TERESINHA,COLISÃO,0.0,0.0,-8.0162728,-34.9078361,6,4,2025,3,8,1.0,1.1640147
2024-03-08,SAO JOSE,COLISÃO,0.0,0.0,-8.0703848,-34.8808162,82,4,2025,3,8,165.0,1.0150982
2024-03-08,SAO JOSE,COLISÃO,2.0,0.0,-8.0703848,-34.8808162,82,4,2025,3,8,165.0,1.0150982
2024-03-08,BOA VIAGEM,COLISÃO,1.0,0.0,-8.1235027,-34.9033955,13,4,2025,3,8,522.0,0.8663532
2024-03-09,BOA VIAGEM,ATROPELAMENTO DE PESSOA,1.0,0.0,-8.1235027,-34.9033955,13,1,2025,3,9,522.0,0.888302
2024-03-09,SANTO AMARO,COLISÃO,1.0,0.0,-8.0509304,-34.8814476,80,4,2025,3,9,267.0,1.0010865
2024-03-09,CIDADE UNIVERSITARIA,COLISÃO,0.0,0.0,-8.0544105,-34.9516183,28,4,2025,3,9,12.0,1.128609
2024-03-09,SAO JOSE,ATROPELAMENTO DE PESSOA,1.0,0.0,-8.0703848,-34.8808162,82,1,2025,3,9,165.0,1.0498945
2024-03-09,AFOGADOS,COLISÃO,1.0,0.0,-8.0755654,-34.9078066,1,4,2025,3,9,176.0,1.0183886
2024-03-09,AGUA FRIA,COLISÃO LATERAL,0.0,0.0,-8.0169662,-34.8982347,2,7,2025,3,9,94.0,0.96844923
2024-03-09,IMBIRIBEIRA,COLISÃO,1.0,0.0,-8.111234,-34.9124464,51,4,2025,3,9,302.0,1.0604079
2024-03-09,BOA VIAGEM,ATROPELAMENTO DE PESSOA,1.0,0.0,-8.1235027,-34.9033955,13,1,2025,3,9,522.0,0.888302
2024-03-09,MADALENA,COLISÃO,1.0,0.0,-8.0537581,-34.9083686,61,4,2025,3,9,166.0,1.0705589
2024-03-09,BEBERIBE,COLISÃO,1.0,0.0,-8.0048357,-34.8971736,12,4,2025,3,9,52.0,1.0672253
2024-03-09,IMBIRIBEIRA,COLISÃO LATERAL,1.0,0.0,-8.111234,-34.9124464,51,7,2025,3,9,302.0,1.0735333
2024-03-09,AGUA FRIA,COLISÃO LATERAL,0.0,0.0,-8.0169662,-34.8982347,2,7,2025,3,9,94.0,0.96844923
2024-03-09,BOA VIAGEM,COLISÃO,1.0,0.0,-8.1235027,-34.9033955,13,4,2025,3,9,522.0,0.8674318
2024-03-09,BOA VIAGEM,COLISÃO,1.0,0.0,-8.1235027,-34.9033955,13,4,2025,3,9,522.0,0.8674318
2024-03-10,CAXANGA,COLISÃO LATERAL,1.0,0.0,-8.0303613,-34.949151,27,7,2025,3,10,120.0,1.0416715
2024-03-10,BOA VIAGEM,COLISÃO TRASEIRA,0.0,0.0,-8.1235027,-34.9033955,13,9,2025,3,10,522.0,0.78859586
2024-03-10,TORRE,COLISÃO,0.0,0.0,-8.0425107,-34.9074638,87,4,2025,3,10,85.0,1.0200422
2024-03-10,AFOGADOS,COLISÃO,1.0,0.0,-8.0755654,-34.9078066,1,4,2025,3,10,176.0,1.0186405
2024-03-11,IMBIRIBEIRA,COLISÃO LATERAL,1.0,0.0,-8.111234,-34.9124464,51,7,2025,3,11,302.0,1.0731535
2024-03-11,CASA AMARELA,COLISÃO LATERAL,1.0,0.0,-8.0246343,-34.917753,25,7,2025,3,11,148.0,1.0356841
2024-03-11,IMBIRIBEIRA,COLISÃO LATERAL,1.0,0.0,-8.111234,-34.9124464,51,7,2025,3,11,302.0,1.0731535
2024-03-11,PARNAMIRIM,COLISÃO,1.0,0.0,-8.0338866,-34.910396,69,4,2025,3,11,30.0,1.0828527
2024-03-11,ESPINHEIRO,COLISÃO LATERAL,1.0,0.0,-8.0428691,-34.8912789,41,7,2025,3,11,60.0,0.93136233
2024-03-11,CAXANGA,COLISÃO,1.0,0.0,-8.0303613,-34.949151,27,4,2025,3,11,120.0,1.0976976
2024-03-11,MONTEIRO,COLISÃO,1.0,0.0,-8.0263217,-34.9287912,64,4,2025,3,11,5.0,1.1534005
2024-03-11,BOA VISTA,COLISÃO,0.0,0.0,-8.0617501,-34.8872674,14,4,2025,3,11,100.0,1.0171916
2024-03-11,BOA VISTA,COLISÃO TRASEIRA,0.0,0.0,-8.0617501,-34.8872674,14,9,2025,3,11,100.0,0.8776993
2024-03-11,BOA VIAGEM,COLISÃO TRASEIRA,1.0,0.0,-8.1235027,-34.9033955,13,9,2025,3,11,522.0,0.788989
2024-03-11,TORROES,COLISÃO,0.0,0.0,-8.0618637,-34.9360457,89,4,2025,3,11,38.0,1.0650967
2024-03-11,CAXANGA,COLISÃO LATERAL,1.0,0.0,-8.0303613,-34.949151,27,7,2025,3,11,120.0,1.0418118
2024-03-11,CAJUEIRO,COLISÃO LATERAL,1.0,0.0,-8.0120983,-34.8856628,22,7,2025,3,11,18.0,1.006389
2024-03-11,VARZEA,COLISÃO LATERAL,1.0,0.0,-8.0450381,-34.9691733,91,7,2025,3,11,91.0,1.0008163
2024-03-11,SAN MARTIN,COLISÃO FRONTAL,1.0,0.0,-8.0701962,-34.9287793,77,6,2025,3,11,79.0,0.9829342
2024-03-12,AREIAS,COLISÃO LATERAL,1.0,0.0,-8.0941474,-34.9284115,8,7,2025,3,12,103.0,0.97924143
2024-03-12,AFOGADOS,COLISÃO LATERAL,1.0,0.0,-8.0755654,-34.9078066,1,7,2025,3,12,176.0,0.99754065
2024-03-12,SANTO AMARO,COLISÃO LATERAL,1.0,0.0,-8.0509304,-34.8814476,80,7,2025,3,12,267.0,1.0373341
2024-03-12,TORRE,COLISÃO LATERAL,0.0,0.0,-8.0425107,-34.9074638,87,7,2025,3,12,85.0,0.9432584
2024-03-12,SANTO AMARO,COLISÃO TRASEIRA,0.0,0.0,-8.0509304,-34.8814476,80,9,2025,3,12,267.0,1.0661229
2024-03-12,TORROES,COLISÃO,1.0,0.0,-8.0618637,-34.9360457,89,4,2025,3,12,38.0,1.0637149
2024-03-12,VARZEA,COLISÃO,1.0,0.0,-8.0450381,-34.9691733,91,4,2025,3,12,91.0,1.0741411
2024-03-12,APIPUCOS,COLISÃO LATERAL,1.0,0.0,-8.0190214,-34.9381275,7,7,2025,3,12,31.0,1.0298147
2024-03-12,IBURA,COLISÃO,1.0,0.0,-8.1223529,-34.9321458,47,4,2025,3,12,200.0,1.1326463
2024-03-12,IPUTINGA,COLISÃO LATERAL,1.0,0.0,-8.0398236,-34.9373458,53,7,2025,3,12,135.0,1.0570605
2024-03-12,TAMARINEIRA,COLISÃO TRASEIRA,1.0,0.0,-8.0324159,-34.9010191,85,9,2025,3,12,62.0,0.89961034
2024-03-12,APIPUCOS,CHOQUE,0.0,0.0,-8.0190214,-34.9381275,7,3,2025,3,12,31.0,1.1234049
2024-03-12,BOA VIAGEM,COLISÃO LATERAL,1.0,0.0,-8.1235027,-34.9033955,13,7,2025,3,12,522.0,0.8232884
2024-03-12,PINA,COLISÃO LATERAL,1.0,0.0,-8.0963033,-34.8946884,71,7,2025,3,12,134.0,0.96280295
2024-03-13,CAXANGA,QUEDA,1.0,0.0,-8.0303613,-34.949151,27,12,2025,3,13,120.0,0.9947583
2024-03-13,ARRUDA,COLISÃO LATERAL,1.0,0.0,-8.0250816,-34.8913229,9,7,2025,3,13,69.0,0.9450027
2024-03-13,BOA VIAGEM,COLISÃO LATERAL,1.0,0.0,-8.1235027,-34.9033955,13,7,2025,3,13,522.0,0.8239097
2024-03-13,DERBY,COLISÃO LATERAL,1.0,0.0,-8.0577836,-34.8990371,35,7,2025,3,13,80.0,0.932844
2024-03-13,BREJO DE BEBERIBE,COLISÃO LATERAL,1.0,0.0,-7.9983782,-34.924309,19,7,2025,3,13,3.0,1.0969094
2024-03-13,AFOGADOS,COLISÃO TRASEIRA,3.0,0.0,-8.0755654,-34.9078066,1,9,2025,3,13,176.0,0.99806684
2024-03-13,JORDAO,COLISÃO,1.0,0.0,-8.1331867,-34.9400643,58,4,2025,3,13,71.0,1.0320252
2024-03-13,JARDIM SAO PAULO,COLISÃO LATERAL,1.0,0.0,-8.080792,-34.9420633,55,7,2025,3,13,41.0,0.9908864
2024-03-13,PRADO,COLISÃO LATERAL,0.0,0.0,-8.0598858,-34.9139126,75,7,2025,3,13,29.0,1.007419
2024-03-13,IMBIRIBEIRA,COLISÃO LATERAL,1.0,0.0,-8.111234,-34.9124464,51,7,2025,3,13,302.0,1.072707
2024-03-13,JARDIM SAO PAULO,COLISÃO COM CICLISTA,1.0,0.0,-8.080792,-34.9420633,55,5,2025,3,13,41.0,1.0356127
2024-03-13,PAISSANDU,COLISÃO TRASEIRA,0.0,0.0,-8.062844,-34.8987639,68,9,2025,3,13,21.0,0.96015185
2024-03-13,PINA,COLISÃO LATERAL,1.0,0.0,-8.0963033,-34.8946884,71,7,2025,3,13,134.0,0.96284133
2024-03-13,CORDEIRO,COLISÃO LATERAL,1.0,0.0,-8.0511193,-34.928542,32,7,2025,3,13,113.0,1.0006495
2024-03-14,IBURA,CHOQUE,0.0,0.0,-8.1223529,-34.9321458,47,3,2025,3,14,200.0,1.1405647
2024-03-14,IPUTINGA,COLISÃO LATERAL,1.0,0.0,-8.0398236,-34.9373458,53,7,2025,3,14,135.0,1.0577909
2024-03-14,MADALENA,COLISÃO LATERAL,1.0,0.0,-8.0537581,-34.9083686,61,7,2025,3,14,166.0,1.0541137
2024-03-14,BOA VISTA,COLISÃO TRASEIRA,1.0,0.0,-8.0617501,-34.8872674,14,9,2025,3,14,100.0,0.87838113
2024-03-14,JOANA BEZERRA,COLISÃO,1.0,0.0,-8.0705869,-34.8983498,57,4,2025,3,14,69.0,1.0130665
2024-03-14,IMBIRIBEIRA,COLISÃO,1.0,0.0,-8.111234,-34.9124464,51,4,2025,3,14,302.0,1.0618626
2024-03-14,IMBIRIBEIRA,COLISÃO,1.0,0.0,-8.111234,-34.9124464,51,4,2025,3,14,302.0,1.0618626
2024-03-14,MADALENA,COLISÃO LATERAL,1.0,0.0,-8.0537581,-34.9083686,61,7,2025,3,14,166.0,1.0541137
2024-03-14,PAISSANDU,COLISÃO LATERAL,1.0,0.0,-8.062844,-34.8987639,68,7,2025,3,14,21.0,1.0073904
2024-03-14,DOIS IRMAOS,COLISÃO LATERAL,1.0,0.0,-8.0043519,-34.952855,36,7,2025,3,14,29.0,1.0273199
2024-03-14,BOA VIAGEM,COLISÃO LATERAL,1.0,0.0,-8.1235027,-34.9033955,13,7,2025,3,14,522.0,0.8245596
2024-03-14,IMBIRIBEIRA,QUEDA,1.0,0.0,-8.111234,-34.9124464,51,12,2025,3,14,302.0,1.1047909
2024-03-14,IMBIRIBEIRA,CHOQUE,0.0,0.0,-8.111234,-34.9124464,51,3,2025,3,14,302.0,1.059469
2024-03-15,IMBIRIBEIRA,COLISÃO LATERAL,1.0,0.0,-8.111234,-34.9124464,51,7,2025,3,15,302.0,1.0722023
2024-03-15,CAMPO GRANDE,COLISÃO LATERAL,1.0,0.0,-8.0316256,-34.879409,24,7,2025,3,15,126.0,0.9431683
2024-03-15,PARNAMIRIM,COLISÃO,0.0,0.0,-8.0338866,-34.910396,69,4,2025,3,15,30.0,1.0766739
2024-03-15,ESTANCIA,COLISÃO LATERAL,2.0,0.0,-8.0863713,-34.929106,42,7,2025,3,15,53.0,0.96586406
2024-03-15,BOA VIAGEM,COLISÃO LATERAL,1.0,0.0,-8.1235027,-34.9033955,13,7,2025,3,15,522.0,0.8252391
2024-03-15,CAMPO GRANDE,COLISÃO,1.0,0.0,-8.0316256,-34.879409,24,4,2025,3,15,126.0,1.0029645
2024-03-15,CAMPO GRANDE,COLISÃO,1.0,0.0,-8.0316256,-34.879409,24,4,2025,3,15,126.0,1.0029645
2024-03-15,CAMPO GRANDE,COLISÃO LATERAL,1.0,0.0,-8.0316256,-34.879409,24,7,2025,3,15,126.0,0.9431683
2024-03-15,ENCRUZILHADA,COLISÃO,1.0,0.0,-8.0367282,-34.8908676,39,4,2025,3,15,79.0,1.0161036
2024-03-15,MADALENA,COLISÃO,1.0,0.0,-8.0537581,-34.9083686,61,4,2025,3,15,166.0,1.0729569
2024-03-15,MADALENA,COLISÃO LATERAL,1.0,0.0,-8.0537581,-34.9083686,61,7,2025,3,15,166.0,1.0545329
2024-03-15,JARDIM SAO PAULO,COLISÃO,0.0,0.0,-8.080792,-34.9420633,55,4,2025,3,15,41.0,1.055116
2024-03-15,IPUTINGA,COLISÃO LATERAL,1.0,0.0,-8.0398236,-34.9373458,53,7,2025,3,15,135.0,1.0581092
2024-03-15,CAXANGA,COLISÃO LATERAL,2.0,0.0,-8.0303613,-34.949151,27,7,2025,3,15,120.0,1.0421344
2024-03-15,JOANA BEZERRA,COLISÃO LATERAL,1.0,0.0,-8.0705869,-34.8983498,57,7,2025,3,15,69.0,0.92149204
2024-03-15,VARZEA,COLISÃO,0.0,0.0,-8.0450381,-34.9691733,91,4,2025,3,15,91.0,1.0729584
2024-03-15,VARZEA,CHOQUE,0.0,0.0,-8.0450381,-34.9691733,91,3,2025,3,15,91.0,1.0947324
2024-03-15,SANTO ANTONIO,CHOQUE,0.0,0.0,-8.0646919,-34.8779718,81,3,2025,3,15,35.0,1.0589994
2024-03-15,DOIS UNIDOS,COLISÃO TRANSVERSAL,1.0,0.0,-7.9974518,-34.9108119,37,8,2025,3,15,32.0,0.99305576
2024-03-16,BOA VIAGEM,COLISÃO,1.0,0.0,-8.1235027,-34.9033955,13,4,2025,3,16,522.0,0.87573284
2024-03-16,PINA,ATROPELAMENTO DE PESSOA,1.0,0.0,-8.0963033,-34.8946884,71,1,2025,3,16,134.0,1.0773088
2024-03-16,ARRUDA,COLISÃO,1.0,0.0,-8.0250816,-34.8913229,9,4,2025,3,16,69.0,1.0390617
2024-03-16,BOA VIAGEM,COLISÃO FRONTAL,0.0,0.0,-8.1235027,-34.9033955,13,6,2025,3,16,522.0,0.84346956
2024-03-16,AFOGADOS,COLISÃO LATERAL,0.0,0.0,-8.0755654,-34.9078066,1,7,2025,3,16,176.0,0.99843067
2024-03-16,TORREAO,COLISÃO,1.0,0.0,-8.0403019,-34.8839172,88,4,2025,3,16,12.0,1.1039593
2024-03-16,TORRE,COLISÃO,2.0,0.0,-8.0425107,-34.9074638,87,4,2025,3,16,85.0,1.0144349
2024-03-17,SANTO AMARO,CHOQUE,1.0,0.0,-8.0509304,-34.8814476,80,3,2025,3,17,267.0,0.9930716
2024-03-17,BOA VIAGEM,COLISÃO TRASEIRA,1.0,0.0,-8.1235027,-34.9033955,13,9,2025,3,17,522.0,0.79186004
2024-03-17,VARZEA,COLISÃO,1.0,0.0,-8.0450381,-34.9691733,91,4,2025,3,17,91.0,1.0718913
2024-03-17,TORROES,COLISÃO,1.0,0.0,-8.0618637,-34.9360457,89,4,2025,3,17,38.0,1.0565082
2024-03-17,VARZEA,COLISÃO,1.0,0.0,-8.0450381,-34.9691733,91,4,2025,3,17,91.0,1.0718913
2024-03-17,BOA VIAGEM,COLISÃO,1.0,0.0,-8.1235027,-34.9033955,13,4,2025,3,17,522.0,0.8770403
2024-03-17,VASCO DA GAMA,COLISÃO LATERAL,1.0,0.0,-8.011774,-34.919054,92,7,2025,3,17,30.0,1.0186384
2024-03-17,BOA VISTA,COLISÃO,0.0,0.0,-8.0617501,-34.8872674,14,4,2025,3,17,100.0,1.0109477
